systemload,1,2,3,4,5,6,7,8,9,10,13,14,15,16,18,19,20
1558.604923,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1505.936845,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1458.72067,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1425.134253,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1393.432445,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1341.06725,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1351.903749,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1379.735379,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1458.956246,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1538.412688,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1613.123956,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1640.282511,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1611.946075,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1597.340359,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1613.090302,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1693.657317,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1840.051017,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1864.921119,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1825.512608,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1757.734008,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1715.162047,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1707.455344,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1617.667208,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1532.758863,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1474.840803,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1451.720695,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1450.273585,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1485.138843,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1584.24906,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1778.431048,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
1988.060095,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2119.444234,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2197.48722,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2259.410073,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2310.496426,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2324.90022,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2288.75612,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
2253.890862,0.038,0.034,0.063,0.026,0.025,0.048,0.044,0.06,0.061,0.068,0.093,0.068,0.111,0.035,0.117,0.064,0.045
