time,price
5593,0.0
5594,0.0
5595,0.0
5596,6.184873949579824
5597,35.26470588235294
5598,35.26470588235294
5599,36.40625
5600,36.40625
5601,36.40625
5602,36.40625
5603,35.26470588235294
5604,35.26470588235294
5605,25.57142857142857
5606,25.57142857142857
5607,25.57142857142857
5608,25.57142857142857
5609,35.26470588235294
5610,35.26470588235294
5611,35.26470588235294
5612,35.26470588235294
5613,25.57142857142857
5614,25.57142857142857
5615,0.0
5616,0.0
5617,0.0
5618,0.0
5619,0.0
5620,15.878151260504197
5621,35.26470588235294
5622,35.26470588235294
5623,38.689338235294116
5624,36.40625
5625,36.40625
5626,36.40625
5627,36.40625
5628,36.40625
5629,36.40625
5630,36.40625
5631,36.40625
5632,36.40625
5633,36.40625
5634,36.40625
5635,41.71783424908425
5636,41.92948717948718
5637,25.57142857142857
5638,25.57142857142857
5639,25.57142857142857
5640,25.57142857142857
5641,25.57142857142857
5642,25.57142857142857
5643,25.57142857142857
5644,15.878151260504197
5645,35.26470588235294
5646,37.54779411764706
5647,36.40625
5648,36.40625
5649,36.40625
5650,36.40625
5651,37.54779411764706
5652,35.26470588235294
5653,36.40625
5654,36.40625
5655,35.26470588235294
5656,36.40625
5657,36.40625
5658,36.40625
5659,41.71783424908425
5660,41.92948717948718
5661,25.57142857142857
5662,25.57142857142857
5663,25.57142857142857
5664,25.57142857142857
5665,25.57142857142857
5666,25.57142857142857
5667,25.57142857142857
5668,21.073771088476974
5669,30.069086054380165
5670,40.46032571032572
5671,43.398648648648646
5672,41.92948717948718
5673,41.92948717948718
5674,43.398648648648646
5675,43.398648648648646
5676,38.991164241164256
5677,40.46032571032572
5678,43.398648648648646
5679,41.92948717948718
5680,41.92948717948718
5681,41.92948717948718
5682,41.92948717948718
5683,41.92948717948718
5684,43.398648648648646
5685,35.26470588235294
5686,25.57142857142857
5687,25.57142857142857
5688,25.57142857142857
5689,25.57142857142857
5690,25.57142857142857
5691,25.57142857142857
5692,25.57142857142857
5693,25.57142857142857
5694,25.57142857142857
5695,34.123161764705884
5696,36.40625
5697,36.40625
5698,36.40625
5699,36.40625
5700,36.40625
5701,35.26470588235294
5702,35.26470588235294
5703,25.57142857142857
5704,35.26470588235294
5705,35.26470588235294
5706,25.57142857142857
5707,25.57142857142857
5708,25.57142857142857
5709,25.57142857142857
5710,25.57142857142857
5711,25.57142857142857
5712,0.0
5713,0.0
5714,0.0
5715,0.0
5716,0.0
5717,25.57142857142857
5718,25.57142857142857
5719,25.57142857142857
5720,25.57142857142857
5721,25.57142857142857
5722,35.26470588235294
5723,35.26470588235294
5724,25.57142857142857
5725,25.57142857142857
5726,25.57142857142857
5727,25.57142857142857
5728,25.57142857142857
5729,25.57142857142857
5730,25.57142857142857
5731,35.26470588235294
5732,35.26470588235294
5733,25.57142857142857
5734,25.57142857142857
5735,25.57142857142857
5736,25.57142857142857
5737,25.57142857142857
5738,25.57142857142857
5739,25.57142857142857
5740,25.57142857142857
5741,35.26470588235294
5742,43.398648648648646
5743,43.398648648648646
5744,43.398648648648646
5745,41.92948717948718
5746,41.92948717948718
5747,41.92948717948718
5748,41.92948717948718
5749,41.92948717948718
5750,41.92948717948718
5751,41.92948717948718
5752,41.92948717948718
5753,41.92948717948718
5754,41.92948717948718
5755,41.92948717948718
5756,41.71783424908425
5757,25.57142857142857
5758,25.57142857142857
5759,25.57142857142857
5760,25.57142857142857
