time,storage
5593,0.0
5594,83.70639427493607
5595,169.6367470030827
5596,253.07870076781055
5597,326.2849270348536
5598,326.2849270348536
5599,262.455139800811
5600,220.57994881788227
5601,156.8231789782426
5602,78.24680119637124
5603,14.41701396232869
5604,14.41701396232869
5605,0.0
5606,93.43004749032822
5607,185.5559016678977
5608,274.20886975745015
5609,354.0350127291006
5610,354.0350127291006
5611,354.0350127291006
5612,354.0350127291006
5613,354.0350127291006
5614,411.8664637740259
5615,473.95886383842634
5616,541.7067715804042
5617,617.566242151938
5618,691.5192614630082
5619,768.8209199523034
5620,841.9309777643388
5621,903.4412439202129
5622,903.4412439202129
5623,839.6114566861703
5624,711.9518822180853
5625,648.1220949840427
5626,632.4906549138577
5627,616.1654758637691
5628,616.1654758637691
5629,616.1654758637691
5630,584.1393598278283
5631,526.1291608684313
5632,470.50893374552675
5633,447.53919740912426
5634,419.3002066991614
5635,415.60169702965135
5636,404.2510293729764
5637,389.664371593066
5638,417.7979059544313
5639,448.8869254863884
5640,481.99113985116765
5641,518.1525693072693
5642,557.5193873207933
5643,597.8599574755227
5644,637.9740510460493
5645,679.6371785801421
5646,679.6371785801421
5647,615.8073913460995
5648,613.466505692829
5649,561.6019378512594
5650,549.4939905409741
5651,512.5860505049727
5652,448.7562632709302
5653,448.7562632709302
5654,395.2656545057297
5655,395.2656545057297
5656,395.2656545057297
5657,389.2285815102589
5658,371.0710090901613
5659,352.6446961914107
5660,315.0274960259341
5661,297.0644084186913
5662,320.5244942156459
5663,350.2875300231596
5664,384.1713358545307
5665,421.7815681825164
5666,463.0532693704241
5667,505.299818071762
5668,544.7035462033806
5669,578.6695786385905
5670,605.4354560213136
5671,541.605668787271
5672,482.0237445198048
5673,437.4813682673227
5674,381.90392162333666
5675,264.9103875658991
5676,162.64760482662902
5677,148.4440532242054
5678,137.96573572628733
5679,137.96573572628733
5680,137.96573572628733
5681,137.96573572628733
5682,137.96573572628733
5683,137.96573572628733
5684,137.96573572628733
5685,137.96573572628733
5686,137.96573572628733
5687,137.96573572628733
5688,137.96573572628733
5689,137.96573572628733
5690,137.96573572628733
5691,137.96573572628733
5692,137.96573572628733
5693,139.99001000462212
5694,143.74731137213405
5695,143.74731137213405
5696,143.74731137213405
5697,143.74731137213405
5698,143.74731137213405
5699,143.74731137213405
5700,143.74731137213405
5701,143.74731137213405
5702,143.74731137213405
5703,143.74731137213405
5704,143.74731137213405
5705,143.74731137213405
5706,143.74731137213405
5707,143.74731137213405
5708,144.28623667497806
5709,147.14780090533395
5710,150.66486614996765
5711,155.16637954278414
5712,160.5117598973536
5713,160.5117598973536
5714,160.5117598973536
5715,160.5117598973536
5716,160.5117598973536
5717,160.5117598973536
5718,160.5117598973536
5719,160.5117598973536
5720,160.5117598973536
5721,160.5117598973536
5722,160.5117598973536
5723,160.5117598973536
5724,160.5117598973536
5725,160.5117598973536
5726,160.5117598973536
5727,160.5117598973536
5728,160.5117598973536
5729,160.5117598973536
5730,160.5117598973536
5731,160.5117598973536
5732,160.5117598973536
5733,160.5117598973536
5734,160.5117598973536
5735,160.5117598973536
5736,160.5117598973536
5737,160.5117598973536
5738,160.5117598973536
5739,160.5117598973536
5740,160.5117598973536
5741,160.5117598973536
5742,160.5117598973536
5743,144.114282691441
5744,123.69581415091568
5745,123.69581415091568
5746,123.69581415091568
5747,123.69581415091568
5748,116.13474378758337
5749,101.49129741830873
5750,83.72829955270551
5751,83.72829955270551
5752,83.72829955270551
5753,83.72829955270551
5754,83.72829955270551
5755,77.24350534307716
5756,55.52938630988439
5757,0.0
5758,0.0
5759,0.0
5760,0.0
