time,storage
1,0.0
2,74.98909123549365
3,149.15257145336514
4,221.43741458567763
5,286.717945516193
6,329.7815335913124
7,345.7334579484639
8,367.3111799240695
9,403.2559092726659
10,486.5970134987615
11,564.8428735902988
12,632.8734557659523
13,694.5148986677467
14,758.9987277944788
15,828.1214986069232
16,905.0519199480372
17,905.0519199480372
18,905.0519199480372
19,905.0519199480372
20,905.0519199480372
21,905.0519199480372
22,905.0519199480372
23,905.0519199480372
24,1016.330579449125
25,1137.198887693072
26,1228.6021732954384
27,1303.8062467660206
28,1377.9777420264345
29,1477.1390398389074
30,1592.329553740967
31,1592.329553740967
32,1592.329553740967
33,1592.329553740967
34,1592.329553740967
35,1592.329553740967
36,1592.329553740967
37,1592.329553740967
38,1592.329553740967
39,1592.329553740967
40,1592.329553740967
41,1592.329553740967
42,1592.329553740967
43,1592.329553740967
44,1592.329553740967
45,1592.329553740967
46,1592.329553740967
47,1592.329553740967
48,1592.329553740967
49,1592.329553740967
50,1592.329553740967
51,1592.329553740967
52,1592.329553740967
53,1592.329553740967
54,1592.329553740967
55,1592.329553740967
56,1592.329553740967
57,1592.329553740967
58,1592.329553740967
59,1592.329553740967
60,1592.329553740967
61,1592.329553740967
62,1592.329553740967
63,1592.329553740967
64,1592.329553740967
65,1592.329553740967
66,1592.329553740967
67,1592.329553740967
68,1592.329553740967
69,1592.329553740967
70,1592.329553740967
71,1592.329553740967
72,1592.329553740967
73,1592.329553740967
74,1592.329553740967
75,1710.075556057201
76,1825.0722244501817
77,1825.0722244501817
78,1825.0722244501817
79,1825.0722244501817
80,1825.0722244501817
81,1825.0722244501817
82,1825.0722244501817
83,1825.0722244501817
84,1825.0722244501817
85,1825.0722244501817
86,1825.0722244501817
87,1825.0722244501817
88,1825.0722244501817
89,1825.0722244501817
90,1825.0722244501817
91,1825.0722244501817
92,1825.0722244501817
93,1825.0722244501817
94,1825.0722244501817
95,1825.0722244501817
96,1825.0722244501817
97,1825.0722244501817
98,1825.0722244501817
99,1825.0722244501817
100,1825.0722244501817
101,1825.0722244501817
102,1825.0722244501817
103,1825.0722244501817
104,1825.0722244501817
105,1825.0722244501817
106,1825.0722244501817
107,1825.0722244501817
108,1825.0722244501817
109,1798.9329576076486
110,1708.963903531073
111,1555.1650622204545
112,1340.7820834970503
113,1148.204492917595
114,933.8215141941905
115,719.4385354707862
116,568.8853439814245
117,434.72008331942374
118,300.5548226574229
119,230.21934922946468
120,223.71366303554902
121,223.71366303554902
122,223.71366303554902
123,223.71366303554902
124,223.71366303554902
125,223.71366303554902
126,223.71366303554902
127,223.71366303554902
128,223.71366303554902
129,223.71366303554902
130,223.71366303554902
131,223.71366303554902
132,223.71366303554902
133,223.71366303554902
134,223.71366303554902
135,223.71366303554902
136,223.71366303554902
137,223.71366303554902
138,223.71366303554902
139,223.71366303554902
140,223.71366303554902
141,223.71366303554902
142,223.71366303554902
143,223.71366303554902
144,223.71366303554902
145,223.71366303554902
146,223.71366303554902
147,223.71366303554902
148,223.71366303554902
149,223.71366303554902
150,337.71300232369106
151,454.90439733689374
152,454.90439733689374
153,454.90439733689374
154,454.90439733689374
155,453.68867304220083
156,389.8588858081583
157,389.8588858081583
158,389.8588858081583
159,389.8588858081583
160,389.8588858081583
161,326.0290985741158
162,198.36952410603067
163,68.41656216997782
164,2.2933874679676363
165,0.0
166,0.0
167,0.0
168,0.0
