3,5,7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.057,0.037,0.097
0.132,0.184,0.147
0.344,0.403,0.42
0.546,0.629,0.491
0.564,0.59,0.446
0.49,0.478,0.401
0.302,0.255,0.18
0.043,0.034,0.017
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.003,0,0.011
0.026,0.003,0.088
0.036,0.044,0.25
0.076,0.063,0.206
0.107,0.171,0.143
0.156,0.271,0.079
0.087,0.185,0.08
0.103,0.115,0.045
0.043,0.028,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.007
0.043,0.199,0.158
0.117,0.371,0.294
0.106,0.272,0.365
0.091,0.228,0.53
0.07,0.101,0.432
0.091,0.073,0.233
0.214,0.027,0.152
0,0,0.007
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.001
0.006,0.023,0.035
0.022,0.031,0.035
0.093,0.041,0.037
0.11,0.024,0.041
0.088,0.031,0.036
0.06,0.027,0.048
0.018,0.016,0.016
0.002,0.002,0.001
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.041,0.017,0.029
0.083,0.059,0.086
0.175,0.097,0.091
0.219,0.119,0.113
0.14,0.085,0.139
0.096,0.104,0.158
0.076,0.048,0.018
0.03,0.002,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0.016
0.017,0.193,0.297
0.079,0.197,0.547
0.152,0.322,0.645
0.382,0.566,0.559
0.463,0.562,0.513
0.115,0.446,0.302
0.1,0.118,0.298
0.034,0.023,0.051
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.004,0.024,0.036
0.061,0.185,0.295
0.083,0.463,0.569
0.087,0.579,0.651
0.503,0.67,0.688
0.22,0.624,0.659
0.058,0.537,0.537
0.124,0.295,0.37
0.047,0.039,0.064
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.005,0.016
0.047,0.229,0.169
0.219,0.419,0.411
0.421,0.581,0.558
0.361,0.432,0.608
0.158,0.479,0.635
0.451,0.394,0.483
0.307,0.312,0.279
0.081,0.088,0.052
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.001,0.017
0.037,0.064,0.211
0.077,0.135,0.433
0.334,0.149,0.412
0.2,0.331,0.344
0.347,0.42,0.473
0.404,0.358,0.336
0.161,0.2,0.166
0.041,0.04,0.016
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.008,0.018,0.003
0.217,0.162,0.261
0.453,0.132,0.23
0.52,0.368,0.49
0.143,0.309,0.67
0.08,0.32,0.482
0.146,0.294,0.254
0.199,0.198,0.249
0.04,0.054,0.088
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.014,0
0.002,0.163,0.073
0.014,0.163,0.391
0.037,0.151,0.467
0.116,0.107,0.602
0.094,0.033,0.329
0.06,0.071,0.214
0.058,0.035,0.026
0.022,0.006,0.008
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
