time,price
5593,0.0
5594,0.0
5595,0.0
5596,35.26470588235294
5597,35.57142857142857
5598,35.57142857142857
5599,36.40625
5600,36.40625
5601,36.40625
5602,36.40625
5603,35.57142857142857
5604,35.57142857142857
5605,35.57142857142857
5606,35.57142857142857
5607,35.57142857142857
5608,35.57142857142857
5609,35.57142857142857
5610,35.57142857142857
5611,35.57142857142857
5612,35.57142857142857
5613,35.57142857142857
5614,35.26470588235294
5615,0.0
5616,0.0
5617,0.0
5618,0.0
5619,0.0
5620,35.26470588235294
5621,35.8781512605042
5622,35.57142857142857
5623,37.769170168067234
5624,36.40625
5625,36.40625
5626,36.40625
5627,36.40625
5628,36.40625
5629,36.40625
5630,36.40625
5631,36.40625
5632,36.40625
5633,36.40625
5634,36.40625
5635,36.40625
5636,37.24107142857143
5637,35.57142857142857
5638,35.57142857142857
5639,35.57142857142857
5640,35.26470588235294
5641,35.26470588235294
5642,35.26470588235294
5643,35.26470588235294
5644,35.26470588235294
5645,35.8781512605042
5646,36.9343487394958
5647,36.40625
5648,36.40625
5649,36.40625
5650,36.40625
5651,37.24107142857143
5652,35.57142857142857
5653,36.40625
5654,36.40625
5655,35.57142857142857
5656,36.40625
5657,36.40625
5658,36.40625
5659,38.07589285714286
5660,35.57142857142857
5661,35.57142857142857
5662,35.57142857142857
5663,35.57142857142857
5664,35.26470588235294
5665,35.26470588235294
5666,35.26470588235294
5667,35.26470588235294
5668,35.26470588235294
5669,35.8781512605042
5670,38.07589285714286
5671,43.398648648648646
5672,43.398648648648646
5673,42.84475856350858
5674,43.398648648648646
5675,43.398648648648646
5676,38.991164241164256
5677,40.46032571032572
5678,43.398648648648646
5679,41.92948717948718
5680,41.92948717948718
5681,41.92948717948718
5682,43.398648648648646
5683,43.398648648648646
5684,38.91071428571429
5685,35.57142857142857
5686,35.57142857142857
5687,35.57142857142857
5688,35.57142857142857
5689,35.57142857142857
5690,35.57142857142857
5691,35.26470588235294
5692,35.57142857142857
5693,35.57142857142857
5694,35.57142857142857
5695,35.57142857142857
5696,35.57142857142857
5697,37.24107142857143
5698,36.40625
5699,36.40625
5700,36.40625
5701,35.57142857142857
5702,35.57142857142857
5703,35.57142857142857
5704,35.57142857142857
5705,35.57142857142857
5706,35.57142857142857
5707,35.57142857142857
5708,35.57142857142857
5709,35.57142857142857
5710,35.57142857142857
5711,35.26470588235294
5712,0.0
5713,0.0
5714,0.0
5715,0.0
5716,0.0
5717,35.26470588235294
5718,35.57142857142857
5719,35.57142857142857
5720,35.57142857142857
5721,35.57142857142857
5722,35.57142857142857
5723,35.57142857142857
5724,35.57142857142857
5725,35.57142857142857
5726,35.57142857142857
5727,35.57142857142857
5728,35.57142857142857
5729,35.57142857142857
5730,35.57142857142857
5731,35.57142857142857
5732,35.57142857142857
5733,35.57142857142857
5734,35.57142857142857
5735,35.57142857142857
5736,35.57142857142857
5737,35.57142857142857
5738,35.57142857142857
5739,35.57142857142857
5740,35.57142857142857
5741,35.57142857142857
5742,38.91071428571429
5743,43.398648648648646
5744,43.398648648648646
5745,41.92948717948718
5746,41.92948717948718
5747,41.92948717948718
5748,41.92948717948718
5749,41.92948717948718
5750,41.92948717948718
5751,41.92948717948718
5752,41.92948717948718
5753,41.92948717948718
5754,43.398648648648646
5755,38.91071428571429
5756,35.57142857142857
5757,35.57142857142857
5758,35.57142857142857
5759,35.57142857142857
5760,35.57142857142857
