time,storage
1,0.0
2,75.63288287363267
3,150.44015472964318
4,223.3687895000946
5,290.2936966953702
6,334.5124505167834
7,350.8922796869919
8,373.04881653668014
9,409.95775072651827
10,494.1117457294986
11,573.0013974591751
12,641.6757712729678
13,703.9610058129015
14,769.0886265777724
15,838.855189028356
16,916.429402007609
17,1000.2427682540917
18,1086.128218639735
19,1175.7193647439701
20,1269.0611986119259
21,1365.889809997583
22,1466.6170522074233
23,1568.9817340586371
24,1680.904185197864
25,1802.4162850799503
26,1895.40455137812
27,1972.1743264527095
28,2047.9115233171303
29,2148.7171973943628
30,2264.4399066962515
31,2367.7855989217805
32,2367.7855989217805
33,2367.7855989217805
34,2367.7855989217805
35,2355.7996840597334
36,2279.983981963644
37,2267.998067101597
38,2192.1823650055076
39,2180.1964501434604
40,2180.1964501434604
41,2180.1964501434604
42,2180.1964501434604
43,2116.3666629094178
44,1988.7070884413326
45,1988.7070884413326
46,1988.7070884413326
47,1979.579086057636
48,2041.4264162893037
49,2100.0322236406228
50,2158.4390810722994
51,2217.0079042405723
52,2279.6888583656964
53,2345.042635013651
54,2419.122196595892
55,2496.428517847781
56,2496.428517847781
57,2496.428517847781
58,2432.5987306137386
59,2432.5987306137386
60,2368.768943379696
61,2241.1093689116105
62,2177.279581677568
63,2049.620007209483
64,1985.7902199754403
65,1985.7902199754403
66,1921.9604327413977
67,1794.3008582733125
68,1730.4710710392696
69,1666.641283805227
70,1706.2995896728455
71,1791.0269105321947
72,1901.2982383766546
73,2015.5051582964177
74,2131.4329424503026
75,2249.822736404676
76,2365.4631964357955
77,2475.4931558702797
78,2578.3809996469317
79,2673.1344894573476
80,2587.0482863064753
81,2500.9620831556035
82,2328.1524757494126
83,2226.0017538037437
84,2226.0017538037437
85,2226.0017538037437
86,2152.021744418199
87,2094.3352729252138
88,2094.3352729252138
89,2030.505485691171
90,2030.505485691171
91,1966.6756984571282
92,1879.952294201809
93,1757.6087934643951
94,1635.2652927269808
95,1635.2652927269808
96,1635.2652927269808
97,1680.2368983375145
98,1712.8914213777798
99,1726.578878658022
100,1726.578878658022
101,1726.578878658022
102,1726.578878658022
103,1726.578878658022
104,1726.578878658022
105,1607.9586373140312
106,1489.991404789338
107,1434.6599481014096
108,1310.7114729786085
109,1246.8816857445659
110,1246.8816857445659
111,1183.0518985105234
112,1097.416723132533
113,1097.416723132533
114,1011.7815477545425
115,862.3165851425096
116,776.6814097645191
117,771.2639524479303
118,765.8464951313412
119,765.8464951313412
120,765.8464951313412
121,846.3571662053846
122,934.1243591834036
123,1025.6116444518175
124,1124.8069012549631
125,1231.781203726627
126,1343.058887943008
127,1450.1797318173385
128,1492.3960488534212
129,1364.7364743853361
130,1237.076899917251
131,1024.7925971549712
132,897.1330226868862
133,769.4734482188011
134,769.4734482188011
135,769.4734482188011
136,869.7830047899221
137,820.8981181669224
138,670.3449266775606
139,455.96194795415636
140,305.40875646479464
141,120.78948461537608
142,0.0
143,0.0
144,106.79563480835878
145,209.96616144782286
146,312.37562298828317
147,417.7395464647227
148,524.1268900633768
149,635.4940236837027
150,750.1371546099839
151,867.9723412613257
152,980.9973013164646
153,1038.8767941903768
154,1027.773118688796
155,985.4364451215325
156,780.8768542891299
157,735.8553532754815
158,758.3431656640962
159,839.9532955940101
160,856.062239798891
161,806.6888067449506
162,583.8940964586637
163,364.936170212766
164,150.5531914893617
165,101.9644053281341
166,73.74288362080266
167,4.956548193380055
168,0.0
